Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Away,D,1,1,Brighton,0.7,1.4,29,"31,550",Tim Ream,4-2-3-1,3-4-3,Michael Salisbury,Match Report,,29/10/2023,14:00,Premier League,Matchweek 10,Sun,Away,D,1,1,Brighton,1,10,5,50,0.1,0.2,19.3,0,0,0,0.7,0.7,0.07,0.3,0.3,Match Report
01/11/2023,19:45,EFL Cup,Fourth round,Wed,Away,W,3,1,Ipswich Town,,,58,"28,221",Tom Cairney,4-2-3-1,4-2-3-1,Lewis Smith,Match Report,,01/11/2023,19:45,EFL Cup,Fourth round,Wed,Away,W,3,1,Ipswich Town,3,12,6,50,0.25,0.5,,,0,0,,,,,,Match Report
04/11/2023,12:30,Premier League,Matchweek 11,Sat,Home,L,0,1,Manchester Utd,1,0.7,45,"24,415",Tim Ream,4-2-3-1,4-2-3-1,John Brooks,Match Report,,04/11/2023,12:30,Premier League,Matchweek 11,Sat,Home,L,0,1,Manchester Utd,0,18,2,11.1,0,0,18.6,1,0,0,1,1,0.06,-1,-1,Match Report
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Away,L,1,3,Aston Villa,0.9,3,49,"41,608",Tim Ream,4-2-3-1,4-2-2-2,Simon Hooper,Match Report,,12/11/2023,14:00,Premier League,Matchweek 12,Sun,Away,L,1,3,Aston Villa,1,9,5,55.6,0.11,0.2,19.5,0,0,0,0.9,0.9,0.1,0.1,0.1,Match Report
27/11/2023,20:00,Premier League,Matchweek 13,Mon,Home,W,3,2,Wolves,2.9,1.4,60,"24,366",Tom Cairney,4-2-3-1,3-5-2,Michael Salisbury,Match Report,,27/11/2023,20:00,Premier League,Matchweek 13,Mon,Home,W,3,2,Wolves,3,10,4,40,0.1,0.25,22.9,0,2,2,2.9,1.3,0.13,0.1,-0.3,Match Report
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,L,3,4,Liverpool,1.2,2.1,39,"50,124",Tim Ream,4-2-3-1,4-3-3,Stuart Attwell,Match Report,,03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,L,3,4,Liverpool,3,9,5,55.6,0.33,0.6,13.3,0,0,0,1.2,1.2,0.13,1.8,1.8,Match Report
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,W,5,0,Nott'ham Forest,2.5,0.3,63,"24,105",Tom Cairney,4-2-3-1,4-2-3-1,Joshua Smith,Match Report,,06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,W,5,0,Nott'ham Forest,5,14,6,42.9,0.36,0.83,17.3,1,0,0,2.5,2.5,0.18,2.5,2.5,Match Report
10/12/2023,14:00,Premier League,Matchweek 16,Sun,Home,W,5,0,West Ham,2.3,1.3,63,"23,988",Tom Cairney,4-2-3-1,4-4-1-1,Paul Tierney,Match Report,,10/12/2023,14:00,Premier League,Matchweek 16,Sun,Home,W,5,0,West Ham,5,14,8,57.1,0.36,0.63,17.7,0,0,0,2.3,2.3,0.17,2.7,2.7,Match Report
16/12/2023,15:00,Premier League,Matchweek 17,Sat,Away,L,0,3,Newcastle Utd,0.3,3.5,30,"52,055",Tom Cairney,4-2-3-1,4-3-3,Samuel Barrott,Match Report,,16/12/2023,15:00,Premier League,Matchweek 17,Sat,Away,L,0,3,Newcastle Utd,0,6,4,66.7,0,0,23.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report
19/12/2023,19:45,EFL Cup,Quarter-finals,Tue,Away,D,1 (7),1 (6),Everton,,,50,"38,715",Harrison Reed,4-2-3-1,4-2-3-1,Graham Scott,Match Report,Fulham won on penalty kicks following extra time,19/12/2023,19:45,EFL Cup,Quarter-finals,Tue,Away,D,1 (7),1 (6),Everton,0,6,1,16.7,0,0,,,0,0,,,,,,Match Report
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Home,L,0,2,Burnley,1.3,0.4,66,"23,598",Tom Cairney,4-2-3-1,4-4-2,Rebecca Welch,Match Report,,23/12/2023,15:00,Premier League,Matchweek 18,Sat,Home,L,0,2,Burnley,0,19,5,26.3,0,0,16.3,1,0,0,1.3,1.3,0.07,-1.3,-1.3,Match Report
26/12/2023,15:00,Premier League,Matchweek 19,Tue,Away,L,0,3,Bournemouth,0.3,1.8,57,"11,099",Tom Cairney,4-2-3-1,4-2-3-1,Tim Robinson,Match Report,,26/12/2023,15:00,Premier League,Matchweek 19,Tue,Away,L,0,3,Bournemouth,0,8,3,37.5,0,0,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Match Report
31/12/2023,14:00,Premier League,Matchweek 20,Sun,Home,W,2,1,Arsenal,1.2,1.6,40,"24,444",Tom Cairney,4-2-3-1,4-3-3,Joshua Smith,Match Report,,31/12/2023,14:00,Premier League,Matchweek 20,Sun,Home,W,2,1,Arsenal,2,15,4,26.7,0.13,0.5,18.2,1,0,0,1.2,1.2,0.08,0.8,0.8,Match Report
05/01/2024,19:30,FA Cup,Third round proper,Fri,Home,W,1,0,Rotherham Utd,,,66,"15,083",Harrison Reed,4-2-3-1,5-3-2,Simon Hooper,Match Report,,05/01/2024,19:30,FA Cup,Third round proper,Fri,Home,W,1,0,Rotherham Utd,1,21,4,19,0.05,0.25,,,0,0,,,,,,Match Report
10/01/2024,20:00,EFL Cup,Semi-finals,Wed,Away,L,1,2,Liverpool,,,33,"56,724",Harrison Reed,4-2-3-1,4-3-3,David Coote,Match Report,Leg 1 of 2,10/01/2024,20:00,EFL Cup,Semi-finals,Wed,Away,L,1,2,Liverpool,1,6,4,66.7,0.17,0.25,,,0,0,,,,,,Match Report
13/01/2024,12:30,Premier League,Matchweek 21,Sat,Away,L,0,1,Chelsea,0.8,2.2,45,"39,643",Tom Cairney,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,13/01/2024,12:30,Premier League,Matchweek 21,Sat,Away,L,0,1,Chelsea,0,14,4,28.6,0,0,22,2,0,0,0.8,0.8,0.06,-0.8,-0.8,Match Report
24/01/2024,20:00,EFL Cup,Semi-finals,Wed,Home,D,1,1,Liverpool,,,49,"24,320",Tom Cairney,4-2-3-1,4-3-3,Simon Hooper,Match Report,Leg 2 of 2; Liverpool won,24/01/2024,20:00,EFL Cup,Semi-finals,Wed,Home,D,1,1,Liverpool,1,11,5,45.5,0.09,0.2,,,0,0,,,,,,Match Report
27/01/2024,19:00,FA Cup,Fourth round proper,Sat,Home,L,0,2,Newcastle Utd,,,56,"18,960",Tim Ream,4-2-3-1,4-3-3,Jarred Gillett,Match Report,,27/01/2024,19:00,FA Cup,Fourth round proper,Sat,Home,L,0,2,Newcastle Utd,0,14,2,14.3,0,0,,,0,0,,,,,,Match Report
30/01/2024,19:45,Premier League,Matchweek 22,Tue,Home,D,0,0,Everton,1.6,1.9,70,"24,376",Tom Cairney,4-2-3-1,4-4-1-1,Thomas Bramall,Match Report,,30/01/2024,19:45,Premier League,Matchweek 22,Tue,Home,D,0,0,Everton,0,25,5,20,0,0,17.3,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Match Report
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Away,D,2,2,Burnley,1.5,1.8,56,"20,203",Tim Ream,4-2-3-1,4-4-2,Darren Bond,Match Report,,03/02/2024,15:00,Premier League,Matchweek 23,Sat,Away,D,2,2,Burnley,2,15,7,46.7,0.13,0.29,13.2,0,0,0,1.5,1.5,0.1,0.5,0.5,Match Report
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,W,3,1,Bournemouth,1.6,1.8,49,"24,271",Tom Cairney,4-2-3-1,4-2-3-1,Darren England,Match Report,,10/02/2024,15:00,Premier League,Matchweek 24,Sat,Home,W,3,1,Bournemouth,3,7,6,85.7,0.43,0.5,11.4,0,0,0,1.6,1.6,0.22,1.4,1.4,Match Report
17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,L,1,2,Aston Villa,1.5,1.5,52,"24,401",Tom Cairney,4-2-3-1,4-2-3-1,Lewis Smith,Match Report,,17/02/2024,15:00,Premier League,Matchweek 25,Sat,Home,L,1,2,Aston Villa,1,15,4,26.7,0.07,0.25,14.7,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Match Report
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Away,W,2,1,Manchester Utd,1.2,1.7,43,"73,487",Harrison Reed,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,24/02/2024,15:00,Premier League,Matchweek 26,Sat,Away,W,2,1,Manchester Utd,2,17,5,29.4,0.12,0.4,17.1,0,0,0,1.2,1.2,0.07,0.8,0.8,Match Report
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Brighton,1.3,1.3,30,"24,460",Harrison Reed,4-2-3-1,3-4-3,Simon Hooper,Match Report,,02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Brighton,3,12,5,41.7,0.25,0.6,14.6,0,0,0,1.3,1.3,0.11,1.7,1.7,Match Report
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Wolves,2.6,0.8,52,"30,860",Harrison Reed,4-2-3-1,4-2-3-1,Tony Harrington,Match Report,,09/03/2024,15:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Wolves,1,23,6,26.1,0.04,0.17,14.1,0,0,0,2.6,2.6,0.12,-1.6,-1.6,Match Report
16/03/2024,17:30,Premier League,Matchweek 29,Sat,Home,W,3,0,Tottenham,2.6,2.4,43,"24,410",Bernd Leno,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,16/03/2024,17:30,Premier League,Matchweek 29,Sat,Home,W,3,0,Tottenham,3,16,7,43.8,0.19,0.43,12.7,0,0,0,2.6,2.6,0.18,0.4,0.4,Match Report
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,D,3,3,Sheffield Utd,1.3,1.9,73,"30,010",Bernd Leno,4-2-3-1,3-5-2,Tim Robinson,Match Report,,30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,D,3,3,Sheffield Utd,3,24,9,37.5,0.13,0.33,17.6,0,0,0,1.3,1.3,0.06,1.7,1.7,Match Report
02/04/2024,19:30,Premier League,Matchweek 31,Tue,Away,L,1,3,Nott'ham Forest,1.5,1.5,66,"28,997",Bernd Leno,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,02/04/2024,19:30,Premier League,Matchweek 31,Tue,Away,L,1,3,Nott'ham Forest,1,18,3,16.7,0.06,0.33,12.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Match Report
06/04/2024,15:00,Premier League,Matchweek 32,Sat,Home,L,0,1,Newcastle Utd,1.2,1,66,"24,418",Tom Cairney,4-2-3-1,4-3-3,Samuel Allison,Match Report,,06/04/2024,15:00,Premier League,Matchweek 32,Sat,Home,L,0,1,Newcastle Utd,0,14,4,28.6,0,0,17.6,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Match Report
14/04/2024,14:00,Premier League,Matchweek 33,Sun,Away,W,2,0,West Ham,3.2,0.9,42,"62,459",Bernd Leno,4-2-3-1,4-2-3-1,Stuart Attwell,Match Report,,14/04/2024,14:00,Premier League,Matchweek 33,Sun,Away,W,2,0,West Ham,2,18,10,55.6,0.11,0.2,15.1,0,0,0,3.2,3.2,0.18,-1.2,-1.2,Match Report
21/04/2024,16:30,Premier League,Matchweek 34,Sun,Home,L,1,3,Liverpool,0.8,1,40,"24,414",Bobby De Cordova-Reid,4-2-3-1,4-3-3,Craig Pawson,Match Report,,21/04/2024,16:30,Premier League,Matchweek 34,Sun,Home,L,1,3,Liverpool,1,12,5,41.7,0.08,0.2,17.1,1,0,0,0.8,0.8,0.07,0.2,0.2,Match Report
27/04/2024,15:00,Premier League,Matchweek 35,Sat,Home,D,1,1,Crystal Palace,1.1,1,53,"24,142",Harrison Reed,4-2-3-1,3-4-3,Stuart Attwell,Match Report,,27/04/2024,15:00,Premier League,Matchweek 35,Sat,Home,D,1,1,Crystal Palace,1,9,2,22.2,0.11,0.5,14.9,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Match Report
04/05/2024,15:00,Premier League,Matchweek 36,Sat,Away,D,0,0,Brentford,1.3,0.6,46,"17,090",Bernd Leno,4-2-3-1,4-3-3,Graham Scott,Match Report,,04/05/2024,15:00,Premier League,Matchweek 36,Sat,Away,D,0,0,Brentford,0,15,3,20,0,0,17.4,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Match Report
11/05/2024,12:30,Premier League,Matchweek 37,Sat,Home,L,0,4,Manchester City,0.1,3.2,36,"24,418",Bobby De Cordova-Reid,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,11/05/2024,12:30,Premier League,Matchweek 37,Sat,Home,L,0,4,Manchester City,0,1,1,100,0,0,9.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Match Report
19/05/2024,16:00,Premier League,Matchweek 38,Sun,Away,W,4,2,Luton Town,1.1,2,59,"12,027",Tim Ream,4-2-3-1,3-4-3,Matt Donohue,Match Report,,19/05/2024,16:00,Premier League,Matchweek 38,Sun,Away,W,4,2,Luton Town,4,16,8,50,0.25,0.5,21.6,2,0,0,1.1,1.1,0.07,2.9,2.9,Match Report
,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,62,602,203,33.7,0.1,0.3,17,14,2,2,,,0.1,62,60,
